408	granulocytes
408	hel
408	monocytes
408	non-classical monocyte
408	rh-30
409	bone marrow
409	hmc-1
409	lymphoid tissue
409	nb-4
409	u-937
410	skin 1
411	dendritic cells
411	eosinophil
411	granulocytes
411	monocytes
412	asc diff
412	intermediate monocyte
412	placenta
412	rpmi-8226
412	u-266/70
414	capan-2
414	efo-21
415	a549
415	caco-2
415	dendritic cells
415	hep g2
415	liver
415	myeloid dc
415	ntera-2
415	pancreas
416	basophil
416	bewo
416	brain
416	kidney
416	skin 1
416	u-266/70
417	skeletal muscle
417	tongue
419	brain
419	cerebellum
419	gdt-cell
419	heart muscle
419	nb-4
419	ntera-2
419	sk-mel-30
419	skeletal muscle
419	t-cells
419	testis
419	tongue
421	brain
421	k-562
421	naive cd8 t-cell
421	sclc-21h
421	sh-sy5y
421	u-2 os
427	asc diff
427	basophil
427	classical monocyte
427	dendritic cells
427	eosinophil
427	granulocytes
427	intermediate monocyte
427	monocytes
427	myeloid dc
427	neutrophil
427	non-classical monocyte
427	sk-mel-30
429	brain
429	liver
429	pituitary gland
429	sclc-21h
429	sh-sy5y
430	bewo
430	ductus deferens
430	eosinophil
430	hel
430	nb-4
430	placenta
430	sclc-21h
432	adipose tissue
432	classical monocyte
432	dendritic cells
432	heart muscle
432	hel
432	hep g2
432	hhstec
432	hl-60
432	intermediate monocyte
432	intermediate monocyte
432	intestine
432	liver
432	lymphoid tissue
432	monocytes
432	monocytes
432	myeloid dc
432	non-classical monocyte
432	rpmi-8226
432	u-937
433	classical monocyte
433	dendritic cells
433	hep g2
433	liver
433	monocytes
433	myeloid dc
436	adipose - subcutaneous
436	adipose - visceral (omentum)
436	adrenal gland
436	artery - aorta
436	artery - coronary
436	artery - tibial
436	bladder
436	brain - cerebellar hemisphere
436	brain - cerebellum
436	brain - cortex
436	brain - hippocampus
436	brain - hypothalamus
436	brain - spinal cord (cervical c-1)
436	brain - substantia nigra
436	breast - mammary tissue
436	cells - cultured fibroblasts
436	cells - ebv-transformed lymphocytes
436	cervix - ectocervix
436	cervix - endocervix
436	colon - sigmoid
436	colon - transverse
436	esophagus - gastroesophageal junction
436	esophagus - mucosa
436	esophagus - muscularis
436	fallopian tube
